nombre,sector,ciudad,telefono,address,rating,reviews,website,maps_url,wa_link,wa_mensaje,estado,notas,fecha_contacto
Distrito 480 Bilbao - Boutique de Entrenamiento,gimnasio,Bilbao,679 44 20 87,"José María de Escuza Kalea, 5, Abando, 48013 Bilbao, Bizkaia, España",4.9,317,https://distrito480bilbao.com/,https://maps.google.com/?cid=13123874712531046633,https://wa.me/34679442087?text=Hola%20Distrito%20480%20Bilbao%20-%20Boutique%20de%20Entrenamiento%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Bilbao.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola Distrito 480 Bilbao - Boutique de Entrenamiento 👋 Vi vuestro gimnasio en Bilbao. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
ACADEMIA DELTA BILBAO,academia,Bilbao,946 57 06 14,"Egia Jeneralaren Kalea, 8, Abando, 48013 Bilbao, Bizkaia, España",4.8,16,http://www.academiadeltabilbao.com/,https://maps.google.com/?cid=15933829452789031024,https://wa.me/34946570614?text=Hola%20ACADEMIA%20DELTA%20BILBAO%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Bilbao.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola ACADEMIA DELTA BILBAO 👋 Vi vuestra academia en Bilbao. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Centro de Estudios BILBAO,academia,Bilbao,678 92 72 15,"Simón Bolívar Kalea, 27, 1º (dpto 14, Abando, 48013 Bilbao, Bizkaia, España",5,47,https://academiabilbao.es/,https://maps.google.com/?cid=5564136781321312673,https://wa.me/34678927215?text=Hola%20Centro%20de%20Estudios%20BILBAO%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Bilbao.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Centro de Estudios BILBAO 👋 Vi vuestra academia en Bilbao. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia San Agustín,academia,Bilbao,944 42 37 71,"Poza Lizentziatuaren Kalea, 53, Abando, 48011 Bilbao, Bizkaia, España",4.6,102,http://www.academiasanagustin.com/,https://maps.google.com/?cid=1191532203475025820,https://wa.me/34944423771?text=Hola%20Academia%20San%20Agust%C3%ADn%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Bilbao.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia San Agustín 👋 Vi vuestra academia en Bilbao. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia Edison,academia,Bilbao,944 44 00 47,"Gordóniz Kalea, 6, ext, dpto. 2, Abando, 48010 Bilbao, Bizkaia, España",4.8,97,http://academiasedison.es/,https://maps.google.com/?cid=581892806019925379,https://wa.me/34944440047?text=Hola%20Academia%20Edison%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Bilbao.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia Edison 👋 Vi vuestra academia en Bilbao. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Instituto Europeo,academia,Bilbao,944 44 51 81,"Rodríguez Arias K., 23, 6º, 18, Abando, 48011 Bilbao, Bizkaia, España",4.8,242,http://www.institutoeuropeo.net/,https://maps.google.com/?cid=10866028658265002767,https://wa.me/34944445181?text=Hola%20Instituto%20Europeo%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Bilbao.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Instituto Europeo 👋 Vi vuestra academia en Bilbao. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Erika Galea Estilistas - Peluquería en Donostia,peluquería,Donostia-San Sebastián,843 98 19 51,"Askatasunaren Hiribidea, 45, 20004 Donostia / San Sebastián, Gipuzkoa, España",4.9,169,http://erikagaleaestilistas.com/,https://maps.google.com/?cid=11872678131387826448,https://wa.me/34843981951?text=Hola%20Erika%20Galea%20Estilistas%20-%20Peluquer%C3%ADa%20en%20Donostia%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Donostia-San%20Sebasti%C3%A1n.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Erika Galea Estilistas - Peluquería en Donostia 👋 Vi vuestra peluquería en Donostia-San Sebastián. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Milk San Sebastián,peluquería,Donostia-San Sebastián,943 42 75 35,"Del, Pl. del Buen Pastor, 3, 20007 Donostia / San Sebastián, Guipúzcoa, España",4.8,221,http://www.milkss.es/,https://maps.google.com/?cid=4563367288922054612,https://wa.me/34943427535?text=Hola%20Milk%20San%20Sebasti%C3%A1n%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Donostia-San%20Sebasti%C3%A1n.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Milk San Sebastián 👋 Vi vuestra peluquería en Donostia-San Sebastián. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
GAP STUDIO hair salon PELUQUERIA,peluquería,Donostia-San Sebastián,943 04 77 26,"Iparragirre K., 4, 20001 Donostia / San Sebastián, Gipuzkoa, España",4.9,200,https://www.instagram.com/gap_studio_ss/?hl=en,https://maps.google.com/?cid=12904137168034231793,https://wa.me/34943047726?text=Hola%20GAP%20STUDIO%20hair%20salon%20PELUQUERIA%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Donostia-San%20Sebasti%C3%A1n.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola GAP STUDIO hair salon PELUQUERIA 👋 Vi vuestra peluquería en Donostia-San Sebastián. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Mint,peluquería,Donostia-San Sebastián,943 73 25 27,"Aldapeta Galtzada, 5, 20009 Donostia / San Sebastián, Guipúzcoa, España",4.8,94,https://mintss.es/,https://maps.google.com/?cid=12329779633207938785,https://wa.me/34943732527?text=Hola%20Mint%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Donostia-San%20Sebasti%C3%A1n.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Mint 👋 Vi vuestra peluquería en Donostia-San Sebastián. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Peluquería The Luxury Estilistas,peluquería,Donostia-San Sebastián,943 24 31 95,"Balleneros Kalea, 10, 20011 Donostia / San Sebastián, Gipuzkoa, España",4.9,131,,https://maps.google.com/?cid=3894802482870488021,https://wa.me/34943243195?text=Hola%20Peluquer%C3%ADa%20The%20Luxury%20Estilistas%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Donostia-San%20Sebasti%C3%A1n.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Peluquería The Luxury Estilistas 👋 Vi vuestra peluquería en Donostia-San Sebastián. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Clínica Dental San Sebastián,clínica dental,Donostia-San Sebastián,943 29 80 88,"Ronda Kalea, 6, 20001 Donostia / San Sebastián, Gipuzkoa, España",4.8,103,https://www.clinicadentalsansebastian.com/,https://maps.google.com/?cid=16880114764549404646,https://wa.me/34943298088?text=Hola%20Cl%C3%ADnica%20Dental%20San%20Sebasti%C3%A1n%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Donostia-San%20Sebasti%C3%A1n%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental San Sebastián 👋 Trabajo con clínicas dentales en Donostia-San Sebastián para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Ana Jimenez Ayestaran,clínica dental,Donostia-San Sebastián,943 42 13 47,"Hondarribia Kalea, 37, 20005 Donostia / San Sebastián, Gipuzkoa, España",4.9,35,http://www.clinicadonostia.es/,https://maps.google.com/?cid=2339198291158257307,https://wa.me/34943421347?text=Hola%20Cl%C3%ADnica%20Dental%20Ana%20Jimenez%20Ayestaran%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Donostia-San%20Sebasti%C3%A1n%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Ana Jimenez Ayestaran 👋 Trabajo con clínicas dentales en Donostia-San Sebastián para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Integrativa MAAT | Donostia,clínica dental,Donostia-San Sebastián,943 44 59 29,"Isabel II.a Etorb., 12, 20011 Donostia / San Sebastián, Gipuzkoa, España",4.9,229,https://maatdental.com/,https://maps.google.com/?cid=18384820538801748103,https://wa.me/34943445929?text=Hola%20Cl%C3%ADnica%20Dental%20Integrativa%20MAAT%20%7C%20Donostia%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Donostia-San%20Sebasti%C3%A1n%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Integrativa MAAT | Donostia 👋 Trabajo con clínicas dentales en Donostia-San Sebastián para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clinica Dental Urumea SLP - Urumea Hortz Klinika,clínica dental,Donostia-San Sebastián,943 27 24 00,"Paseo de, Ramón María Lili Pasealekua, 7, 20002 Donostia / San Sebastián, Guipúzcoa, España",4.6,41,http://www.clinicadentalurumea.com/,https://maps.google.com/?cid=5960606262280421083,https://wa.me/34943272400?text=Hola%20Clinica%20Dental%20Urumea%20SLP%20-%20Urumea%20Hortz%20Klinika%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Donostia-San%20Sebasti%C3%A1n%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clinica Dental Urumea SLP - Urumea Hortz Klinika 👋 Trabajo con clínicas dentales en Donostia-San Sebastián para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Trento Clínica Dental,clínica dental,Donostia-San Sebastián,943 31 69 44,"Trento Kalea, 8, 20018 Donostia / San Sebastián, Gipuzkoa, España",4.4,136,https://www.clinicatrento.com/,https://maps.google.com/?cid=3188874967765604801,https://wa.me/34943316944?text=Hola%20Trento%20Cl%C3%ADnica%20Dental%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Donostia-San%20Sebasti%C3%A1n%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Trento Clínica Dental 👋 Trabajo con clínicas dentales en Donostia-San Sebastián para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Restaurante Ikaitz,restaurante,Donostia-San Sebastián,943 29 01 24,"Kolon Pasealekua, 21, 20002 Donostia / San Sebastián, Gipuzkoa, España",4.7,1654,http://www.restauranteikaitz.com/,https://maps.google.com/?cid=13346551367779036385,https://wa.me/34943290124?text=Hola%20Restaurante%20Ikaitz%20%F0%9F%91%8B%20Os%20vi%20en%20Donostia-San%20Sebasti%C3%A1n%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Restaurante Ikaitz 👋 Os vi en Donostia-San Sebastián y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
TrikuHarri Taberna Jatetxea,restaurante,Donostia-San Sebastián,943 24 69 73,"Matia Kalea, 35, 20008 Donostia / San Sebastián, Gipuzkoa, España",4.6,2896,http://www.trikuharrijatetxea.com/,https://maps.google.com/?cid=18056021967510443549,https://wa.me/34943246973?text=Hola%20TrikuHarri%20Taberna%20Jatetxea%20%F0%9F%91%8B%20Os%20vi%20en%20Donostia-San%20Sebasti%C3%A1n%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola TrikuHarri Taberna Jatetxea 👋 Os vi en Donostia-San Sebastián y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
La Madame,restaurante,Donostia-San Sebastián,943 44 42 69,"San Bartolome Kalea, 35, 20007 Donostia / San Sebastián, Gipuzkoa, España",4.6,1315,http://www.lamadamesansebastian.com/,https://maps.google.com/?cid=9780399705738852600,https://wa.me/34943444269?text=Hola%20La%20Madame%20%F0%9F%91%8B%20Os%20vi%20en%20Donostia-San%20Sebasti%C3%A1n%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola La Madame 👋 Os vi en Donostia-San Sebastián y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
La Cuchara de San Telmo,restaurante,Donostia-San Sebastián,,"Santa Korda Kalea, 4, 20003 Donostia / San Sebastián, Gipuzkoa, España",4.6,5872,,https://maps.google.com/?cid=110698052843782129,,(sin teléfono — buscar manualmente),,,
Aitana Donostia,restaurante,Donostia-San Sebastián,943 06 31 97,"Easo Kalea, 6, 20006 Donostia / San Sebastián, Gipuzkoa, España",4.7,2381,https://aitanadonostia.com/,https://maps.google.com/?cid=8046348503448645373,https://wa.me/34943063197?text=Hola%20Aitana%20Donostia%20%F0%9F%91%8B%20Os%20vi%20en%20Donostia-San%20Sebasti%C3%A1n%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Aitana Donostia 👋 Os vi en Donostia-San Sebastián y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
Talleres Roll Cars,taller mecánico,Donostia-San Sebastián,615 16 69 83,"Erregezaintza Kalea, 59, 20008 Donostia / San Sebastián, Gipuzkoa, España",4.9,269,http://www.talleresrollcars.com/,https://maps.google.com/?cid=1735704814174834412,https://wa.me/34615166983?text=Hola%20Talleres%20Roll%20Cars%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Donostia-San%20Sebasti%C3%A1n%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Roll Cars 👋 Ofrezco a talleres en Donostia-San Sebastián una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Talleres Solís Hermanos C B,taller mecánico,Donostia-San Sebastián,943 42 23 41,"Jauregi Jeneralaren K., 7, 20003 Donostia / San Sebastián, Gipuzkoa, España",4.8,49,http://www.solistalleres.com/,https://maps.google.com/?cid=10921024523644523539,https://wa.me/34943422341?text=Hola%20Talleres%20Sol%C3%ADs%20Hermanos%20C%20B%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Donostia-San%20Sebasti%C3%A1n%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Solís Hermanos C B 👋 Ofrezco a talleres en Donostia-San Sebastián una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Talleres Jaizkibel Motorsport,taller mecánico,Donostia-San Sebastián,622 94 50 86,"Larratxo pasealekua, 4, 20017 Donostia / San Sebastián, Gipuzkoa, España",4.9,270,https://www.instagram.com/talleres_jaizkibel_motorsport?igsh=MTJ6YXF5emRtMWZw&utm_source=qr,https://maps.google.com/?cid=9481878742037515876,https://wa.me/34622945086?text=Hola%20Talleres%20Jaizkibel%20Motorsport%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Donostia-San%20Sebasti%C3%A1n%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Jaizkibel Motorsport 👋 Ofrezco a talleres en Donostia-San Sebastián una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Taller mecánico Autos Otto - (Donostia/San Sebastián),taller mecánico,Donostia-San Sebastián,943 04 80 18,"Igeltegi Kalea, 1, Bajo, 20014 Donostia / San Sebastián, Gipuzkoa, España",4.8,71,,https://maps.google.com/?cid=15490985089080002811,https://wa.me/34943048018?text=Hola%20Taller%20mec%C3%A1nico%20Autos%20Otto%20-%20(Donostia%2FSan%20Sebasti%C3%A1n)%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Donostia-San%20Sebasti%C3%A1n%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Taller mecánico Autos Otto - (Donostia/San Sebastián) 👋 Ofrezco a talleres en Donostia-San Sebastián una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Talleres Kepa,taller mecánico,Donostia-San Sebastián,943 27 51 04,"Nafarroa Hiribidea, 50, 20013 Donostia / San Sebastián, Gipuzkoa, España",4.6,62,http://www.eurotaller.com/,https://maps.google.com/?cid=12462498931147714265,https://wa.me/34943275104?text=Hola%20Talleres%20Kepa%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Donostia-San%20Sebasti%C3%A1n%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Kepa 👋 Ofrezco a talleres en Donostia-San Sebastián una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
